gene_id	gene_name	gene_type	seqnames	start	end	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
113	ENSMUSG00000000942.10	Hoxa4	protein_coding	chr6	52189671	52191753	-	0.0301931026668464	0.0276513469337476	0.0789624848693633	0.067648766608093
114	ENSMUSG00000000948.16	Gm38393	protein_coding	chr7	59974149	60005064	-	0.0854020918518426	0.0744882475381691	0.0698911309896597	0.0523925091022989
115	ENSMUSG00000000957.11	Mmp14	protein_coding	chr14	54431612	54445364	+	15.1121221219713	9.975971392174	16.3931955631123	16.914272471415
116	ENSMUSG00000000958.10	Slc7a7	protein_coding	chr14	54369442	54417780	-	0.0997025745310525	0.100440208476173	0.102031461892102	0.116064279885576
117	ENSMUSG00000000959.7	Oxa1l	protein_coding	chr14	54360834	54369673	+	4.08459835174946	4.51147100987207	3.31866027150809	3.41528689995799
118	ENSMUSG00000000976.13	Heatr6	protein_coding	chr11	83753696	83783754	+	2.11715144862111	1.73653917692117	1.68536339398694	1.7165520056089
119	ENSMUSG00000000982.5	Ccl3	protein_coding	chr11	83647844	83649355	-	0.194147045341548	0.0508008862263953	0.295319842721213	0.279638779771111
120	ENSMUSG00000001016.12	Ilf2	protein_coding	chr3	90476126	90488379	+	8.5078116316565	11.3404914538646	5.0755024190314	5.12089513921253
121	ENSMUSG00000001017.15	Chtop	protein_coding	chr3	90498956	90509498	-	13.5479562054064	13.3139740393246	11.5579403131379	11.4230929545373
122	ENSMUSG00000001018.15	Snapin	protein_coding	chr3	90488026	90491033	-	16.4036405694589	13.6251161417574	23.9543196046563	23.5912193958467
123	ENSMUSG00000001020.8	S100a4	protein_coding	chr3	90603771	90606045	+	1.05967964988611	4.98738370724024	3.40821490478356	3.38588919097041
124	ENSMUSG00000001021.13	S100a3	protein_coding	chr3	90584659	90602702	+	0.277559672279507	0.417983908740463	0.357954178604714	0.265406023979033
125	ENSMUSG00000001025.8	S100a6	protein_coding	chr3	90612882	90624181	+	89.4759917978743	166.743891835336	106.42873259048	110.574977433432
126	ENSMUSG00000001027.7	Scn4a	protein_coding	chr11	106318592	106353288	-	0.00362359002492357	0.00165927208658239	0.00473829529334835	0.00541252525086656
127	ENSMUSG00000001034.17	Mapk7	protein_coding	chr11	61488812	61494406	-	8.39434102520977	8.88834109658669	9.48832318569672	9.2276714884886
128	ENSMUSG00000001036.17	Epn2	protein_coding	chr11	61517249	61579687	-	2.30991500697007	2.69019466285753	2.1218301108352	2.007244585468
129	ENSMUSG00000001039.12	B9d1	protein_coding	chr11	61505144	61512931	+	0.632360744052391	1.34061627275964	0.67257106624699	0.67223952856053
130	ENSMUSG00000001052.15	Sec24b	protein_coding	chr3	129982759	130061553	-	1.88228171928194	1.6804736391977	2.11417193582799	2.09108386944825
131	ENSMUSG00000001053.15	N4bp3	protein_coding	chr11	51643063	51650842	-	0.560282138599384	0.646328462561956	0.223414543162967	0.220286785827176
132	ENSMUSG00000001054.9	Rmnd5b	protein_coding	chr11	51623671	51635896	-	2.50076935238484	2.49902129710079	2.58967053970579	2.57687294408647
133	ENSMUSG00000001056.3	Nhp2	protein_coding	chr11	51619735	51623714	+	32.1551155841498	45.9326190421529	23.1256519127283	25.1908773550001
134	ENSMUSG00000001062.18	Vps9d1	protein_coding	chr8	123242356	123254348	-	0.833477678504627	0.825721976514571	1.10848112694029	1.13142449328876
135	ENSMUSG00000001065.15	Zfp276	protein_coding	chr8	123254195	123269745	+	0.854330829646413	0.55040228349333	1.09197173173233	0.985762165562341
136	ENSMUSG00000001082.12	Mfsd10	protein_coding	chr5	34633642	34637212	-	19.9444641529941	16.0131970828712	15.9860640736364	15.241740847662
137	ENSMUSG00000001089.14	Luzp1	protein_coding	chr4	136469761	136554780	+	2.48261889077996	1.44344525773148	1.67788536866035	1.6265311610185
138	ENSMUSG00000001098.15	Kctd10	protein_coding	chr5	114363567	114380508	-	8.92781226870976	8.27025818254672	4.03835909298419	4.16384727283454
139	ENSMUSG00000001100.10	Poldip2	protein_coding	chr11	78512193	78522736	+	9.75058228287797	10.6188620753077	8.64090170700665	8.54312872654015
140	ENSMUSG00000001105.15	Ift20	protein_coding	chr11	78536361	78541737	+	5.69063603909141	4.49766439969238	5.8058954735029	6.20474839666755
141	ENSMUSG00000001119.7	Col6a1	protein_coding	chr10	76708792	76726168	-	1.85470029809606	1.55941120500077	2.59375325262011	2.38307730380678
142	ENSMUSG00000001120.15	Pcbp3	protein_coding	chr10	76761857	76961887	-	0.0392828824128719	0.0614948372187439	0.0545960609312722	0.0565641494289356
143	ENSMUSG00000001123.15	Lgals9	protein_coding	chr11	78962974	78984946	-	9.88191722668397	6.93817750905395	8.88356294284932	8.97747347875972
144	ENSMUSG00000001127.12	Araf	protein_coding	chrX	20797814	20860519	+	1.32096665944308	1.28443626406461	1.03149055485102	0.995792433691126
145	ENSMUSG00000001128.7	Cfp	protein_coding	chrX	20925454	20931555	-	0.247285519432385	0.355429262291158	0.196323660486542	0.250093088156948
146	ENSMUSG00000001131.11	Timp1	protein_coding	chrX	20870166	20874735	+	9.3923876422895	15.0235837994131	7.64351817001367	7.16708255814107
147	ENSMUSG00000001134.9	Uxt	protein_coding	chrX	20941722	20962017	-	0.366527455236804	0.360256380790339	0.271945764065979	0.311137660581386
148	ENSMUSG00000001138.13	Cnnm3	protein_coding	chr1	36511867	36528237	+	1.78819526642367	1.43602886962282	1.50641319637765	1.49706679178868
149	ENSMUSG00000001143.13	Lman2l	protein_coding	chr1	36419871	36445271	-	0.792787666693327	0.923992619141002	0.627826364933362	0.639531198149675
150	ENSMUSG00000001150.7	Mcm3ap	protein_coding	chr10	76468927	76515857	+	1.86858183367914	2.25635226661008	1.52434347689553	1.58561616836216
151	ENSMUSG00000001151.10	Pcnt	protein_coding	chr10	76351263	76442786	-	0.611749215018242	0.799279006926602	0.327690719424101	0.338814452970116
152	ENSMUSG00000001155.13	Ftcd	protein_coding	chr10	76575648	76590338	+	0.00285282685511115	0.00522533281743249	0.00799377095682263	0.00319593220054572
153	ENSMUSG00000001156.9	Mxd1	protein_coding	chr6	86647042	86669161	-	0.511558712212457	0.271553003465008	0.577612925299644	0.494549521138472
154	ENSMUSG00000001157.13	Gmcl1	protein_coding	chr6	86691768	86733383	-	0.957696340334139	0.930104532864736	0.790099211813117	0.866424400143716
155	ENSMUSG00000001158.13	Snrnp27	protein_coding	chr6	86675151	86684522	-	2.92251577406726	3.06352491931951	2.77186886913737	3.06608956823414
156	ENSMUSG00000001166.17	Oas1c	protein_coding	chr5	120800194	120812514	-	0.00680325105545174	0.00778816346267079	0.0152504539423019	0.022864404558125
157	ENSMUSG00000001173.15	Ocrl	protein_coding	chrX	47912387	47965868	+	0.77420261744477	1.09547645255286	1.00782856282189	0.895406011602941
158	ENSMUSG00000001175.15	Calm1	protein_coding	chr12	100199435	100209814	+	94.029595062685	98.0302190589213	62.3087204569849	62.6964193393008
159	ENSMUSG00000001211.15	Agpat3	protein_coding	chr10	78269178	78352489	-	1.74903924026843	1.74852725275666	1.73934730430512	1.71284929621631
160	ENSMUSG00000001227.12	Sema6b	protein_coding	chr17	56123085	56140343	-	0.330252149971912	0.479250491756923	0.355184115052081	0.292440388967249
161	ENSMUSG00000001228.14	Uhrf1	protein_coding	chr17	56303321	56323486	+	6.45714050783127	10.975386611739	1.96946774754803	2.03601484754533
162	ENSMUSG00000001229.9	Dpp9	protein_coding	chr17	56186807	56218905	-	3.25492896966932	3.39642929590162	3.37600521883801	3.34216267678509
163	ENSMUSG00000001247.16	Lsr	protein_coding	chr7	30957770	30973464	-	3.97877911860318	2.9334072523307	3.19198395047484	3.38934372890766
164	ENSMUSG00000001248.15	Gramd1a	protein_coding	chr7	31130127	31155896	-	0.0162629618928103	0.00595755668346333	0.0091139349882203	0.014575107773221
165	ENSMUSG00000001270.9	Ckb	protein_coding	chr12	111669361	111672338	-	0.197081750427329	0.0709070817911418	0.323451011728902	0.394258011639373
166	ENSMUSG00000001280.13	Sp1	protein_coding	chr15	102406143	102436404	+	4.00093481917559	4.58681211810669	3.15564100404068	3.12228085993055
167	ENSMUSG00000001281.10	Itgb7	protein_coding	chr15	102215995	102231944	-	0.344219165571969	2.63984803372084	0.220882491734387	0.238435498533284
168	ENSMUSG00000001285.12	Myg1	protein_coding	chr15	102331709	102338139	+	4.04741593428972	5.98681333634118	3.48085088877155	3.48643647316064
169	ENSMUSG00000001288.15	Rarg	protein_coding	chr15	102234938	102257517	-	1.4319519219616	1.64371882054512	1.49782570806717	1.36297329195508
170	ENSMUSG00000001289.12	Pfdn5	protein_coding	chr15	102326116	102331873	+	11.1558191095493	10.590019188937	11.9325464274968	13.3986390367805
171	ENSMUSG00000001300.16	Efnb2	protein_coding	chr8	8617434	8661242	-	1.0795564259276	2.77065764091106	1.92676229140099	1.96492890389201
172	ENSMUSG00000001305.5	Rrp15	protein_coding	chr1	186720978	186749358	-	1.65092225612296	2.04680180602209	1.61205573610255	1.6079525438086
173	ENSMUSG00000001313.12	Rnd2	protein_coding	chr11	101464999	101471853	+	1.09447574318403	0.783952398039952	1.40146643129534	1.23638138994689
174	ENSMUSG00000001323.17	Srr	protein_coding	chr11	74906359	74925948	-	0.35192558882589	0.441814573596477	0.383655301585909	0.383466182253441
175	ENSMUSG00000001333.9	Sync	protein_coding	chr4	129287617	129308559	+	0.00600344186346806	0.0109961043484027	0.00336439199758546	0.00560455591944616
176	ENSMUSG00000001349.5	Cnn1	protein_coding	chr9	22099216	22109630	+	0.44467418171931	0.359329439268682	1.40499236809327	1.31639017242144
177	ENSMUSG00000001366.14	Fbxo9	protein_coding	chr9	78081499	78109065	-	0.784464255779464	0.847212955000701	0.716515741088038	0.686357917089337
178	ENSMUSG00000001376.17	Vps50	protein_coding	chr6	3498382	3603531	+	0.729162754611509	0.578717821967665	0.808773419971809	0.8358340337683
179	ENSMUSG00000001380.7	Hars	protein_coding	chr18	36766528	36783205	-	7.01608262831558	8.4506575142844	6.2442639372463	6.12013446738382
180	ENSMUSG00000001383.9	Zmat2	protein_coding	chr18	36793876	36799666	+	13.7666781357531	15.6668902188847	12.9272751191259	12.7222443655993
181	ENSMUSG00000001403.13	Ube2c	protein_coding	chr2	164769898	164778822	+	11.8811415339539	16.929980251022	2.85281239277466	2.70410101180777
182	ENSMUSG00000001415.10	Smg5	protein_coding	chr3	88336260	88362338	+	5.24131560836384	5.67503444136148	4.48766157188109	4.41793814095577
183	ENSMUSG00000001416.13	Cct3	protein_coding	chr3	88297116	88321767	+	24.0736119944693	30.7448474011679	22.4977200870559	22.9094327771268
184	ENSMUSG00000001418.13	Glmp	protein_coding	chr3	88325023	88331313	+	33.2432588600393	17.2984892142064	38.6673926201553	39.7716563263322
185	ENSMUSG00000001419.17	Mef2d	protein_coding	chr3	88142372	88172086	+	4.05061089427696	4.29925494640044	9.3408491493165	8.75638313226707
